File: ./hwmcc14/single/6s205b20.aig
62085 1.00        
62086 1.00        
62087 2.00        
62088 2.00        
62089 1.00        
62090 0.00        
62091 1.00        
62092 0.00        
62093 32.00       
62094 73.00       
62095 32.00       
62096 31.00       
62097 32.00       
62098 55.00       
62099 8.00        
62100 1.00        
62101 0.00        
62102 2.00        
62103 2.00        
62104 1.00        
62105 0.00        
62106 0.00        
62107 0.00        
62108 25.00       
62109 73.00       
62110 26.00       
62111 25.00       
62112 25.00       
62113 1.00        
62114 0.00        
62115 2.00        
62116 1.00        
62117 1.00        
62118 0.00        
62119 1.00        
62120 0.00        
62121 28.00       
62122 73.00       
62123 28.00       
62124 28.00       
62125 28.00       
62126 0.00        
62127 0.00        
62128 1.00        
62129 1.00        
62130 1.00        
62131 0.00        
62132 0.00        
62133 0.00        
62134 26.00       
62135 73.00       
62136 26.00       
62137 28.00       
62138 28.00       
62139 0.00        
62140 0.00        
62141 1.00        
62142 1.00        
62143 0.00        
62144 0.00        
62145 1.00        
62146 0.00        
62147 36.00       
62148 73.00       
62149 36.00       
62150 37.00       
62151 36.00       
62152 4.00        
62153 0.00        
62154 0.00        
62155 1.00        
62156 1.00        
62157 0.00        
62158 0.00        
62159 0.00        
62160 0.00        
62161 33.00       
62162 73.00       
62163 31.00       
62164 30.00       
62165 30.00       
62166 0.00        
62167 0.00        
62168 1.00        
62169 1.00        
62170 0.00        
62171 0.00        
62172 0.00        
62173 0.00        
62174 25.00       
62175 73.00       
62176 25.00       
62177 24.00       
62178 23.00       
62179 0.00        
62180 0.00        
62181 1.00        
62182 1.00        
62183 0.00        
62184 0.00        
62185 0.00        
62186 0.00        
62187 24.00       
62188 73.00       
62189 25.00       
62190 25.00       
62191 25.00       
62192 0.00        
62193 0.00        
62194 1.00        
62195 1.00        
62196 0.00        
62197 0.00        
62198 0.00        
62199 0.00        
62200 24.00       
62201 73.00       
62202 24.00       
62203 25.00       
62204 25.00       
62205 3.00        
62206 0.00        
62207 0.00        
62208 1.00        
62209 0.00        
62210 0.00        
62211 0.00        
62212 0.00        
62213 0.00        
62214 28.00       
62215 73.00       
62216 27.00       
62217 27.00       
62218 26.00       
62219 0.00        
62220 0.00        
62221 0.00        
62222 0.00        
62223 0.00        
62224 0.00        
62225 0.00        
62226 0.00        
62227 22.00       
62228 73.00       
62229 21.00       
62230 22.00       
62231 22.00       
62232 0.00        
62233 0.00        
62234 0.00        
62235 0.00        
62236 0.00        
62237 0.00        
62238 0.00        
62239 0.00        
62240 18.00       
62241 74.00       
62242 18.00       
62243 18.00       
62244 18.00       
62245 0.00        
62246 0.00        
62247 0.00        
62248 0.00        
62249 0.00        
62250 0.00        
62251 0.00        
62252 0.00        
62253 19.00       
62254 73.00       
62255 18.00       
62256 19.00       
62257 19.00       
62258 0.00        
62259 0.00        
62260 0.00        
62261 0.00        
62262 0.00        
62263 0.00        
62264 0.00        
62265 0.00        
62266 13.00       
62267 73.00       
62268 13.00       
62269 13.00       
62270 14.00       
62271 2.00        
62272 53.00       
62273 56.00       
62274 51.00       
62275 74.00       
62276 51.00       
62277 51.00       
62278 60.00       
62279 11.00       
62280 10.00       
62281 30.00       
62282 32.00       
62283 5.00        
62284 5.00        
62285 6.00        
62286 7.00        
62287 6.00        
62288 7.00        
62289 7.00        
62290 7.00        
62291 6.00        
62292 7.00        
62293 8.00        
62294 7.00        
62295 7.00        
62296 8.00        
62297 8.00        
62298 8.00        
62299 8.00        
62300 8.00        
62301 8.00        
62302 9.00        
62303 10.00       
62304 10.00       
62305 11.00       
62306 11.00       
62307 12.00       
62308 12.00       
62309 10.00       
62310 10.00       
62311 10.00       
62312 10.00       
62313 11.00       
62314 11.00       
62315 12.00       
62316 14.00       
62317 13.00       
62318 16.00       
62319 14.00       
62320 15.00       
62321 16.00       
62322 16.00       
62323 21.00       
62324 21.00       
62325 23.00       
62326 26.00       
62327 29.00       
62328 32.00       
62329 43.00       
62330 46.00       
62331 14.00       
62332 66.00       
62333 8.00        
62334 10.00       
62335 10.00       
62336 11.00       
62337 10.00       
62338 12.00       
62339 12.00       
62340 13.00       
62341 15.00       
62342 15.00       
62343 18.00       
62344 16.00       
62345 16.00       
62346 18.00       
62347 18.00       
62348 20.00       
62349 22.00       
62350 24.00       
62351 25.00       
62352 30.00       
62353 32.00       
62354 48.00       
62355 52.00       
62356 32.00       
62357 22.00       
62358 36.00       
62359 25.00       
62360 25.00       
62361 25.00       
62362 65.00       
62363 11.00       
62364 8.00        
62365 10.00       
62366 9.00        
62367 11.00       
62368 9.00        
62369 11.00       
62370 9.00        
62371 10.00       
62372 11.00       
62373 12.00       
62374 9.00        
62375 10.00       
62376 9.00        
62377 9.00        
62378 9.00        
62379 9.00        
62380 9.00        
62381 9.00        
62382 9.00        
62383 10.00       
62384 9.00        
62385 9.00        
62386 9.00        
62387 10.00       
62388 9.00        
62389 10.00       
62390 9.00        
62391 10.00       
62392 11.00       
62393 10.00       
62394 10.00       
62395 10.00       
62396 10.00       
62397 9.00        
62398 9.00        
62399 10.00       
62400 11.00       
62401 10.00       
62402 9.00        
62403 10.00       
62404 8.00        
62405 9.00        
62406 7.00        
62407 9.00        
62408 8.00        
62409 9.00        
62410 8.00        
62411 4.00        
62412 6.00        
62413 51.00       
62414 57.00       
62415 3.00        
62416 3.00        
62417 4.00        
62418 5.00        
62419 6.00        
62420 5.00        
62421 5.00        
62422 5.00        
62423 6.00        
62424 6.00        
62425 6.00        
62426 6.00        
62427 7.00        
62428 6.00        
62429 8.00        
62430 9.00        
62431 8.00        
62432 7.00        
62433 8.00        
62434 9.00        
62435 10.00       
62436 10.00       
62437 11.00       
62438 12.00       
62439 10.00       
62440 11.00       
62441 11.00       
62442 10.00       
62443 12.00       
62444 11.00       
62445 12.00       
62446 12.00       
62447 13.00       
62448 14.00       
62449 15.00       
62450 16.00       
62451 16.00       
62452 17.00       
62453 17.00       
62454 18.00       
62455 21.00       
62456 20.00       
62457 22.00       
62458 25.00       
62459 24.00       
62460 27.00       
62461 31.00       
62462 34.00       
62463 15.00       
62464 7.00        
62465 24.00       
62466 23.00       
62467 66.00       
62468 0.00        
62469 0.00        
62470 0.00        
62471 0.00        
62472 47.00       
62473 52.00       
62474 5.00        
62475 6.00        
62476 6.00        
62477 6.00        
62478 6.00        
62479 6.00        
62480 7.00        
62481 6.00        
62482 6.00        
62483 7.00        
62484 6.00        
62485 6.00        
62486 6.00        
62487 7.00        
62488 6.00        
62489 6.00        
62490 9.00        
62491 7.00        
62492 7.00        
62493 8.00        
62494 8.00        
62495 7.00        
62496 10.00       
62497 11.00       
62498 10.00       
62499 10.00       
62500 11.00       
62501 12.00       
62502 10.00       
62503 10.00       
62504 11.00       
62505 8.00        
62506 11.00       
62507 13.00       
62508 16.00       
62509 15.00       
62510 16.00       
62511 18.00       
62512 16.00       
62513 16.00       
62514 21.00       
62515 21.00       
62516 22.00       
62517 25.00       
62518 25.00       
62519 28.00       
62520 33.00       
62521 35.00       
62522 13.00       
62523 8.00        
62524 23.00       
62525 24.00       
62526 66.00       
62527 0.00        
62528 0.00        
62529 0.00        
62530 0.00        
62531 0.00        
62532 24.00       
62533 26.00       
62534 66.00       
62535 0.00        
62536 48.00       
62537 0.00        
62538 1.00        
62539 70.00       
62540 46.00       
62541 49.00       
62542 51.00       
62543 3.00        
62544 3.00        
62545 0.00        
62546 0.00        
62547 0.00        
62548 0.00        
62549 0.00        
62550 0.00        
62551 50.00       
62552 1.00        
62553 1.00        
62554 71.00       
62555 50.00       
62556 50.00       
62557 50.00       
62558 1.00        
62559 2.00        
62560 0.00        
62561 0.00        
62562 0.00        
62563 0.00        
62564 0.00        
62565 0.00        
62566 47.00       
62567 1.00        
62568 1.00        
62569 71.00       
62570 48.00       
62571 48.00       
62572 48.00       
62573 53.00       
62574 5.00        
62575 1.00        
62576 1.00        
62577 0.00        
62578 0.00        
62579 0.00        
62580 0.00        
62581 0.00        
62582 0.00        
62583 34.00       
62584 1.00        
62585 1.00        
62586 71.00       
62587 35.00       
62588 35.00       
62589 34.00       
62590 0.00        
62591 0.00        
62592 0.00        
62593 0.00        
62594 0.00        
62595 0.00        
62596 0.00        
62597 0.00        
62598 24.00       
62599 1.00        
62600 2.00        
62601 72.00       
62602 24.00       
62603 24.00       
62604 24.00       
62605 0.00        
62606 0.00        
62607 0.00        
62608 0.00        
62609 0.00        
62610 0.00        
62611 0.00        
62612 0.00        
62613 18.00       
62614 2.00        
62615 3.00        
62616 71.00       
62617 18.00       
62618 17.00       
62619 17.00       
62620 1.00        
62621 0.00        
62622 0.00        
62623 0.00        
62624 0.00        
62625 0.00        
62626 0.00        
62627 0.00        
62628 0.00        
62629 18.00       
62630 1.00        
62631 2.00        
62632 71.00       
62633 17.00       
62634 18.00       
62635 19.00       
62636 0.00        
62637 0.00        
62638 0.00        
62639 0.00        
62640 0.00        
62641 0.00        
62642 0.00        
62643 0.00        
62644 18.00       
62645 2.00        
62646 2.00        
62647 71.00       
62648 19.00       
62649 19.00       
62650 18.00       
62651 0.00        
62652 0.00        
62653 0.00        
62654 0.00        
62655 0.00        
62656 0.00        
62657 0.00        
62658 0.00        
62659 20.00       
62660 2.00        
62661 2.00        
62662 71.00       
62663 19.00       
62664 19.00       
62665 19.00       
62666 0.00        
62667 0.00        
62668 0.00        
62669 0.00        
62670 0.00        
62671 0.00        
62672 0.00        
62673 0.00        
62674 0.00        
62675 13.00       
62676 2.00        
62677 2.00        
62678 71.00       
62679 13.00       
62680 14.00       
62681 14.00       
62682 0.00        
62683 0.00        
62684 0.00        
62685 0.00        
62686 0.00        
62687 0.00        
62688 0.00        
62689 0.00        
62690 8.00        
62691 2.00        
62692 3.00        
62693 71.00       
62694 7.00        
62695 8.00        
62696 9.00        
62697 0.00        
62698 0.00        
62699 0.00        
62700 0.00        
62701 0.00        
62702 0.00        
62703 9.00        
62704 8.00        
62705 0.00        
62706 0.00        
62707 10.00       
62708 1.00        
62709 3.00        
62710 71.00       
62711 10.00       
62712 11.00       
62713 12.00       
62714 0.00        
62715 0.00        
62716 0.00        
62717 0.00        
62718 0.00        
62719 0.00        
62720 0.00        
62721 9.00        
62722 9.00        
62723 0.00        
62724 0.00        
62725 7.00        
62726 1.00        
62727 2.00        
62728 72.00       
62729 7.00        
62730 7.00        
62731 6.00        
62732 0.00        
62733 0.00        
62734 0.00        
62735 0.00        
62736 0.00        
62737 0.00        
62738 9.00        
62739 10.00       
62740 0.00        
62741 0.00        
62742 6.00        
62743 1.00        
62744 1.00        
62745 72.00       
62746 6.00        
62747 6.00        
62748 7.00        
62749 0.00        
62750 0.00        
62751 0.00        
62752 0.00        
62753 0.00        
62754 0.00        
62755 7.00        
62756 5.00        
62757 0.00        
62758 0.00        
62759 6.00        
62760 1.00        
62761 2.00        
62762 71.00       
62763 5.00        
62764 6.00        
62765 7.00        
62766 0.00        
62767 0.00        
62768 0.00        
62769 0.00        
62770 0.00        
62771 0.00        
62772 0.00        
62773 5.00        
62774 7.00        
62775 0.00        
62776 0.00        
62777 7.00        
62778 1.00        
62779 2.00        
62780 71.00       
62781 7.00        
62782 7.00        
62783 8.00        
62784 0.00        
62785 0.00        
62786 0.00        
62787 0.00        
62788 0.00        
62789 0.00        
62790 6.00        
62791 7.00        
62792 0.00        
62793 0.00        
62794 7.00        
62795 1.00        
62796 1.00        
62797 72.00       
62798 6.00        
62799 7.00        
62800 8.00        
62801 0.00        
62802 0.00        
62803 0.00        
62804 0.00        
62805 0.00        
62806 0.00        
62807 8.00        
62808 7.00        
62809 0.00        
62810 0.00        
62811 7.00        
62812 1.00        
62813 1.00        
62814 71.00       
62815 6.00        
62816 7.00        
62817 7.00        
62818 0.00        
62819 0.00        
62820 0.00        
62821 0.00        
62822 0.00        
62823 0.00        
62824 0.00        
62825 5.00        
62826 4.00        
62827 0.00        
62828 0.00        
62829 7.00        
62830 1.00        
62831 1.00        
62832 72.00       
62833 7.00        
62834 8.00        
62835 8.00        
62836 0.00        
62837 0.00        
62838 0.00        
62839 0.00        
62840 0.00        
62841 0.00        
62842 4.00        
62843 4.00        
62844 0.00        
62845 0.00        
62846 9.00        
62847 1.00        
62848 2.00        
62849 72.00       
62850 7.00        
62851 9.00        
62852 10.00       
62853 0.00        
62854 0.00        
62855 0.00        
62856 0.00        
62857 0.00        
62858 0.00        
62859 5.00        
62860 7.00        
62861 0.00        
62862 0.00        
62863 6.00        
62864 1.00        
62865 1.00        
62866 72.00       
62867 6.00        
62868 6.00        
62869 6.00        
62870 0.00        
62871 0.00        
62872 0.00        
62873 0.00        
62874 0.00        
62875 0.00        
62876 0.00        
62877 6.00        
62878 5.00        
62879 0.00        
62880 0.00        
62881 7.00        
62882 1.00        
62883 0.00        
62884 71.00       
62885 6.00        
62886 7.00        
62887 7.00        
62888 0.00        
62889 0.00        
62890 0.00        
62891 0.00        
62892 0.00        
62893 0.00        
62894 5.00        
62895 6.00        
62896 0.00        
62897 0.00        
62898 5.00        
62899 0.00        
62900 1.00        
62901 72.00       
62902 4.00        
62903 4.00        
62904 5.00        
62905 0.00        
62906 0.00        
62907 0.00        
62908 0.00        
62909 0.00        
62910 0.00        
62911 6.00        
62912 5.00        
62913 0.00        
62914 0.00        
62915 1.00        
62916 1.00        
62917 0.00        
62918 72.00       
62919 1.00        
62920 2.00        
62921 2.00        
62922 0.00        
62923 0.00        
62924 4.00        
62925 4.00        
62926 0.00        
62927 0.00        
62928 2.00        
62929 0.00        
62930 1.00        
62931 72.00       
62932 1.00        
62933 2.00        
62934 3.00        
62935 0.00        
62936 52.00       
62937 54.00       
62938 50.00       
62939 74.00       
62940 49.00       
62941 51.00       
62942 60.00       
62943 14.00       
62944 12.00       
62945 38.00       
62946 41.00       
62947 7.00        
62948 8.00        
62949 8.00        
62950 7.00        
62951 8.00        
62952 9.00        
62953 8.00        
62954 8.00        
62955 8.00        
62956 9.00        
62957 10.00       
62958 9.00        
62959 9.00        
62960 11.00       
62961 10.00       
62962 10.00       
62963 11.00       
62964 12.00       
62965 10.00       
62966 9.00        
62967 9.00        
62968 9.00        
62969 10.00       
62970 11.00       
62971 11.00       
62972 11.00       
62973 10.00       
62974 9.00        
62975 10.00       
62976 11.00       
62977 11.00       
62978 10.00       
62979 13.00       
62980 13.00       
62981 16.00       
62982 17.00       
62983 18.00       
62984 17.00       
62985 16.00       
62986 18.00       
62987 20.00       
62988 19.00       
62989 25.00       
62990 26.00       
62991 29.00       
62992 33.00       
62993 39.00       
62994 41.00       
62995 21.00       
62996 66.00       
62997 13.00       
62998 13.00       
62999 12.00       
63000 13.00       
63001 14.00       
63002 14.00       
63003 14.00       
63004 18.00       
63005 15.00       
63006 18.00       
63007 21.00       
63008 18.00       
63009 20.00       
63010 20.00       
63011 20.00       
63012 25.00       
63013 24.00       
63014 26.00       
63015 32.00       
63016 34.00       
63017 36.00       
63018 47.00       
63019 49.00       
63020 36.00       
63021 26.00       
63022 38.00       
63023 29.00       
63024 27.00       
63025 27.00       
63026 65.00       
63027 13.00       
63028 14.00       
63029 14.00       
63030 13.00       
63031 13.00       
63032 14.00       
63033 13.00       
63034 13.00       
63035 13.00       
63036 11.00       
63037 11.00       
63038 12.00       
63039 12.00       
63040 12.00       
63041 12.00       
63042 14.00       
63043 13.00       
63044 11.00       
63045 11.00       
63046 14.00       
63047 13.00       
63048 10.00       
63049 10.00       
63050 11.00       
63051 11.00       
63052 10.00       
63053 11.00       
63054 9.00        
63055 11.00       
63056 10.00       
63057 11.00       
63058 11.00       
63059 12.00       
63060 13.00       
63061 12.00       
63062 12.00       
63063 12.00       
63064 12.00       
63065 12.00       
63066 13.00       
63067 13.00       
63068 10.00       
63069 10.00       
63070 10.00       
63071 11.00       
63072 10.00       
63073 11.00       
63074 10.00       
63075 5.00        
63076 6.00        
63077 52.00       
63078 55.00       
63079 8.00        
63080 9.00        
63081 8.00        
63082 7.00        
63083 8.00        
63084 9.00        
63085 7.00        
63086 7.00        
63087 8.00        
63088 8.00        
63089 9.00        
63090 9.00        
63091 10.00       
63092 10.00       
63093 10.00       
63094 11.00       
63095 11.00       
63096 11.00       
63097 12.00       
63098 12.00       
63099 11.00       
63100 11.00       
63101 11.00       
63102 11.00       
63103 12.00       
63104 12.00       
63105 13.00       
63106 12.00       
63107 13.00       
63108 13.00       
63109 14.00       
63110 14.00       
63111 18.00       
63112 19.00       
63113 19.00       
63114 17.00       
63115 20.00       
63116 21.00       
63117 19.00       
63118 22.00       
63119 19.00       
63120 20.00       
63121 24.00       
63122 23.00       
63123 26.00       
63124 33.00       
63125 31.00       
63126 34.00       
63127 24.00       
63128 15.00       
63129 26.00       
63130 26.00       
63131 66.00       
63132 0.00        
63133 0.00        
63134 0.00        
63135 0.00        
63136 51.00       
63137 56.00       
63138 7.00        
63139 9.00        
63140 7.00        
63141 7.00        
63142 8.00        
63143 8.00        
63144 9.00        
63145 8.00        
63146 7.00        
63147 7.00        
63148 8.00        
63149 8.00        
63150 9.00        
63151 8.00        
63152 9.00        
63153 11.00       
63154 10.00       
63155 9.00        
63156 11.00       
63157 11.00       
63158 11.00       
63159 10.00       
63160 11.00       
63161 12.00       
63162 10.00       
63163 10.00       
63164 10.00       
63165 11.00       
63166 13.00       
63167 13.00       
63168 14.00       
63169 14.00       
63170 15.00       
63171 15.00       
63172 18.00       
63173 17.00       
63174 17.00       
63175 20.00       
63176 18.00       
63177 19.00       
63178 21.00       
63179 20.00       
63180 22.00       
63181 25.00       
63182 22.00       
63183 24.00       
63184 31.00       
63185 31.00       
63186 22.00       
63187 16.00       
63188 25.00       
63189 27.00       
63190 66.00       
63191 0.00        
63192 0.00        
63193 0.00        
63194 0.00        
63195 0.00        
63196 25.00       
63197 27.00       
63198 66.00       
63199 0.00        
63200 49.00       
63201 1.00        
63202 1.00        
63203 71.00       
63204 48.00       
63205 48.00       
63206 48.00       
63207 3.00        
63208 2.00        
63209 0.00        
63210 0.00        
63211 0.00        
63212 0.00        
63213 0.00        
63214 0.00        
63215 42.00       
63216 2.00        
63217 1.00        
63218 71.00       
63219 44.00       
63220 44.00       
63221 42.00       
63222 1.00        
63223 1.00        
63224 0.00        
63225 0.00        
63226 0.00        
63227 0.00        
63228 0.00        
63229 0.00        
63230 40.00       
63231 3.00        
63232 2.00        
63233 71.00       
63234 39.00       
63235 38.00       
63236 38.00       
63237 53.00       
63238 5.00        
63239 0.00        
63240 1.00        
63241 0.00        
63242 0.00        
63243 0.00        
63244 0.00        
63245 0.00        
63246 0.00        
63247 27.00       
63248 3.00        
63249 3.00        
63250 72.00       
63251 27.00       
63252 27.00       
63253 27.00       
63254 0.00        
63255 0.00        
63256 0.00        
63257 0.00        
63258 0.00        
63259 1.00        
63260 0.00        
63261 0.00        
63262 26.00       
63263 3.00        
63264 2.00        
63265 71.00       
63266 26.00       
63267 25.00       
63268 23.00       
63269 0.00        
63270 0.00        
63271 0.00        
63272 0.00        
63273 1.00        
63274 1.00        
63275 0.00        
63276 0.00        
63277 16.00       
63278 2.00        
63279 2.00        
63280 72.00       
63281 16.00       
63282 15.00       
63283 15.00       
63284 1.00        
63285 0.00        
63286 0.00        
63287 0.00        
63288 0.00        
63289 0.00        
63290 1.00        
63291 0.00        
63292 0.00        
63293 14.00       
63294 2.00        
63295 2.00        
63296 72.00       
63297 13.00       
63298 16.00       
63299 17.00       
63300 0.00        
63301 0.00        
63302 0.00        
63303 0.00        
63304 0.00        
63305 1.00        
63306 0.00        
63307 0.00        
63308 13.00       
63309 3.00        
63310 3.00        
63311 71.00       
63312 13.00       
63313 13.00       
63314 12.00       
63315 0.00        
63316 0.00        
63317 0.00        
63318 0.00        
63319 0.00        
63320 0.00        
63321 0.00        
63322 0.00        
63323 17.00       
63324 3.00        
63325 4.00        
63326 71.00       
63327 18.00       
63328 17.00       
63329 17.00       
63330 1.00        
63331 0.00        
63332 0.00        
63333 0.00        
63334 0.00        
63335 0.00        
63336 0.00        
63337 0.00        
63338 0.00        
63339 8.00        
63340 4.00        
63341 3.00        
63342 71.00       
63343 7.00        
63344 7.00        
63345 6.00        
63346 0.00        
63347 0.00        
63348 0.00        
63349 0.00        
63350 0.00        
63351 0.00        
63352 0.00        
63353 0.00        
63354 7.00        
63355 3.00        
63356 2.00        
63357 72.00       
63358 7.00        
63359 7.00        
63360 7.00        
63361 0.00        
63362 0.00        
63363 0.00        
63364 0.00        
63365 0.00        
63366 0.00        
63367 10.00       
63368 11.00       
63369 0.00        
63370 0.00        
63371 13.00       
63372 3.00        
63373 3.00        
63374 72.00       
63375 13.00       
63376 13.00       
63377 14.00       
63378 0.00        
63379 0.00        
63380 0.00        
63381 0.00        
63382 0.00        
63383 0.00        
63384 0.00        
63385 11.00       
63386 11.00       
63387 0.00        
63388 0.00        
63389 9.00        
63390 3.00        
63391 3.00        
63392 72.00       
63393 9.00        
63394 9.00        
63395 9.00        
63396 0.00        
63397 0.00        
63398 0.00        
63399 0.00        
63400 0.00        
63401 0.00        
63402 12.00       
63403 11.00       
63404 0.00        
63405 0.00        
63406 11.00       
63407 3.00        
63408 3.00        
63409 72.00       
63410 9.00        
63411 11.00       
63412 11.00       
63413 0.00        
63414 0.00        
63415 0.00        
63416 0.00        
63417 0.00        
63418 0.00        
63419 10.00       
63420 12.00       
63421 0.00        
63422 0.00        
63423 12.00       
63424 3.00        
63425 3.00        
63426 72.00       
63427 12.00       
63428 12.00       
63429 11.00       
63430 0.00        
63431 0.00        
63432 0.00        
63433 0.00        
63434 0.00        
63435 0.00        
63436 0.00        
63437 10.00       
63438 10.00       
63439 0.00        
63440 0.00        
63441 15.00       
63442 3.00        
63443 1.00        
63444 72.00       
63445 15.00       
63446 16.00       
63447 16.00       
63448 0.00        
63449 0.00        
63450 0.00        
63451 0.00        
63452 0.00        
63453 0.00        
63454 9.00        
63455 8.00        
63456 0.00        
63457 0.00        
63458 14.00       
63459 2.00        
63460 2.00        
63461 72.00       
63462 16.00       
63463 16.00       
63464 15.00       
63465 0.00        
63466 0.00        
63467 0.00        
63468 0.00        
63469 0.00        
63470 0.00        
63471 10.00       
63472 12.00       
63473 0.00        
63474 0.00        
63475 6.00        
63476 3.00        
63477 2.00        
63478 72.00       
63479 6.00        
63480 7.00        
63481 6.00        
63482 0.00        
63483 0.00        
63484 0.00        
63485 0.00        
63486 0.00        
63487 0.00        
63488 0.00        
63489 10.00       
63490 9.00        
63491 0.00        
63492 0.00        
63493 7.00        
63494 2.00        
63495 2.00        
63496 72.00       
63497 6.00        
63498 7.00        
63499 8.00        
63500 0.00        
63501 0.00        
63502 0.00        
63503 0.00        
63504 0.00        
63505 0.00        
63506 7.00        
63507 7.00        
63508 0.00        
63509 0.00        
63510 9.00        
63511 2.00        
63512 2.00        
63513 72.00       
63514 9.00        
63515 10.00       
63516 11.00       
63517 0.00        
63518 0.00        
63519 0.00        
63520 0.00        
63521 0.00        
63522 0.00        
63523 8.00        
63524 8.00        
63525 0.00        
63526 0.00        
63527 7.00        
63528 2.00        
63529 3.00        
63530 72.00       
63531 8.00        
63532 8.00        
63533 7.00        
63534 0.00        
63535 0.00        
63536 0.00        
63537 0.00        
63538 0.00        
63539 0.00        
63540 0.00        
63541 8.00        
63542 8.00        
63543 0.00        
63544 0.00        
63545 5.00        
63546 2.00        
63547 2.00        
63548 72.00       
63549 5.00        
63550 6.00        
63551 6.00        
63552 0.00        
63553 0.00        
63554 0.00        
63555 0.00        
63556 0.00        
63557 0.00        
63558 8.00        
63559 8.00        
63560 0.00        
63561 0.00        
63562 6.00        
63563 3.00        
63564 2.00        
63565 72.00       
63566 6.00        
63567 6.00        
63568 6.00        
63569 0.00        
63570 0.00        
63571 0.00        
63572 0.00        
63573 0.00        
63574 0.00        
63575 8.00        
63576 6.00        
63577 0.00        
63578 0.00        
63579 5.00        
63580 3.00        
63581 3.00        
63582 72.00       
63583 4.00        
63584 5.00        
63585 6.00        
63586 0.00        
63587 0.00        
63588 8.00        
63589 8.00        
63590 0.00        
63591 0.00        
63592 3.00        
63593 2.00        
63594 2.00        
63595 72.00       
63596 3.00        
63597 4.00        
63598 4.00        
63599 0.00        
63600 51.00       
63601 55.00       
63602 50.00       
63603 74.00       
63604 50.00       
63605 49.00       
63606 53.00       
63607 10.00       
63608 7.00        
63609 3.00        
63610 5.00        
63611 59.00       
63612 55.00       
63613 58.00       
63614 74.00       
63615 51.00       
63616 53.00       
63617 54.00       
63618 2.00        
63619 0.00        
63620 0.00        
63621 0.00        
63622 48.00       
63623 55.00       
63624 49.00       
63625 74.00       
63626 49.00       
63627 47.00       
63628 53.00       
63629 1.00        
63630 0.00        
63631 0.00        
63632 0.00        
63633 49.00       
63634 55.00       
63635 48.00       
63636 74.00       
63637 52.00       
63638 50.00       
63639 53.00       
63640 1.00        
63641 0.00        
63642 0.00        
63643 0.00        
63644 45.00       
63645 55.00       
63646 45.00       
63647 74.00       
63648 48.00       
63649 43.00       
63650 53.00       
63651 2.00        
63652 2.00        
63653 1.00        
63654 0.00        
63655 49.00       
63656 55.00       
63657 48.00       
63658 74.00       
63659 49.00       
63660 47.00       
63661 54.00       
63662 3.00        
63663 1.00        
63664 1.00        
63665 0.00        
63666 47.00       
63667 55.00       
63668 47.00       
63669 74.00       
63670 48.00       
63671 45.00       
63672 53.00       
63673 5.00        
63674 1.00        
63675 1.00        
63676 3.00        
63677 52.00       
63678 55.00       
63679 51.00       
63680 74.00       
63681 49.00       
63682 49.00       
63683 54.00       
63684 1.00        
63685 1.00        
63686 1.00        
63687 0.00        
63688 51.00       
63689 55.00       
63690 50.00       
63691 74.00       
63692 51.00       
63693 51.00       
63694 75.00       
63695 48.00       
63696 42.00       
63697 42.00       
63698 47.00       
63699 47.00       
63700 46.00       
63701 46.00       
63702 43.00       
63703 43.00       
63704 44.00       
63705 44.00       
63706 42.00       
63707 42.00       
63708 37.00       
63709 37.00       
63710 41.00       
63711 41.00       
63712 40.00       
63713 40.00       
63714 40.00       
63715 40.00       
63716 42.00       
63717 42.00       
63718 42.00       
63719 42.00       
63720 43.00       
63721 75.00       
63722 49.00       
63723 46.00       
63724 46.00       
63725 49.00       
63726 49.00       
63727 49.00       
63728 49.00       
63729 47.00       
63730 47.00       
63731 47.00       
63732 47.00       
63733 47.00       
63734 47.00       
63735 45.00       
63736 45.00       
63737 44.00       
63738 44.00       
63739 44.00       
63740 44.00       
63741 46.00       
63742 46.00       
63743 41.00       
63744 41.00       
63745 43.00       
63746 42.00       
63747 42.00       
63748 75.00       
63749 50.00       
63750 51.00       
63751 51.00       
63752 48.00       
63753 48.00       
63754 51.00       
63755 51.00       
63756 49.00       
63757 49.00       
63758 47.00       
63759 47.00       
63760 48.00       
63761 47.00       
63762 49.00       
63763 49.00       
63764 49.00       
63765 49.00       
63766 49.00       
63767 49.00       
63768 48.00       
63769 48.00       
63770 43.00       
63771 43.00       
63772 49.00       
63773 48.00       
63774 45.00       
63775 75.00       
63776 51.00       
63777 51.00       
63778 51.00       
63779 51.00       
63780 51.00       
63781 49.00       
63782 49.00       
63783 45.00       
63784 45.00       
63785 48.00       
63786 48.00       
63787 46.00       
63788 46.00       
63789 43.00       
63790 43.00       
63791 46.00       
63792 46.00       
63793 47.00       
63794 47.00       
63795 45.00       
63796 45.00       
63797 45.00       
63798 45.00       
63799 44.00       
63800 44.00       
63801 42.00       
63802 75.00       
63803 50.00       
63804 50.00       
63805 50.00       
63806 52.00       
63807 52.00       
63808 47.00       
63809 47.00       
63810 49.00       
63811 49.00       
63812 46.00       
63813 46.00       
63814 49.00       
63815 49.00       
63816 47.00       
63817 47.00       
63818 46.00       
63819 46.00       
63820 46.00       
63821 46.00       
63822 48.00       
63823 48.00       
63824 48.00       
63825 48.00       
63826 50.00       
63827 50.00       
63828 45.00       
63829 75.00       
63830 48.00       
63831 43.00       
